id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
10,def set emerge default opts value return set var 'EMERGE DEFAULT OPTS' value,Do a dict contain the new value for variable ?,Yes,"Yes, it does.",3,3,3,3,3,3,3,3,,,,,False
11,def test datasink localcopy dummy input tmpdir local dir str tmpdir container u'outputs'attr folder u'text file'input path dummy inputds nio Data Sink ds inputs container containerds inputs local copy local dirsetattr ds inputs attr folder input path local copy os path join local dir container attr folder os path basename input path ds run src md 5 hashlib md 5 open input path u'rb' read hexdigest dst md 5 hashlib md 5 open local copy u'rb' read hexdigest assert src md 5 dst md 5,How will function to validate datasink make local copy ?,via local_copy attribute,Generates MD5 hash,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
12,def resize url url maxwidth return '{ 0 }?{ 1 }' format PROXY URL urllib urlencode {'url' url replace 'http //' '' 'w' str maxwidth },Does a proxied image url resize the original image to maxwidth ?,Yes,Yes.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
13,def post delete resource instance sender **kwargs current site Site objects get current master site Site objects get id 1 Site Resources objects get site current site resources remove instance get self resource Site Resources objects get site master site resources remove instance get self resource,For what purpose do it remove from the siteresources ?,to ensure that on resource delete,It removes from the SiteResources to ensure resource deletion.,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
14,def dup ff prs gcd f g K result dup ff trivial gcd f g K if result is not None return resulth dup subresultants f g K [ -1 ]h dup monic h K cff dup quo f h K cfg dup quo g h K return h cff cfg,Where do subresultants use ?,over a field,Polynomial subresultants.,1,1,1,1,2,1,2,1,1.0,1.0,1.0,1.0,True
15,"def indefinite article word gender MALE if MALE in gender and zs word return PLURAL in gender and 'degli' or 'uno' if MALE in gender return PLURAL in gender and 'dei' or 'un' if FEMALE in gender and is vowel word[ 1] return PLURAL in gender and 'delle' or ""un'"" if FEMALE in gender return PLURAL in gender and 'delle' or 'una' return 'un'",For what purpose does the indefinite article return ?,for a given word,The indefinite article returns to provide gendered form of nouns.,3,3,3,3,3,3,3,3,,,,,False
16,def l2 inner product a b lim return integrate conjugate a * b lim,Where does the code calculate the l2 inner product ?,over the domain lim,"The code calculates the l2 inner product over the domain lim by multiplying and summing the elements of the arrays a and b, then taking their square root.",2,2,2,2,2,2,2,2,,,,,False
17,def ffmpeg write image filename image logfile False if image dtype 'uint 8 ' image image astype 'uint 8 ' cmd [get setting 'FFMPEG BINARY' '-y' '-s' '%dx%d' % image shape[ 2][ -1 ] '-f' 'rawvideo' '-pix fmt' 'rgba' if image shape[ 2 ] 4 else 'rgb 24 ' '-i' '-' filename]if logfile log file open filename + ' log' 'w+' else log file sp PIP Epopen params {'stdout' DEVNULL 'stderr' log file 'stdin' sp PIPE}if os name 'nt' popen params['creationflags'] 134217728 proc sp Popen cmd **popen params out err proc communicate image tostring if proc returncode err '\n' join [ '[ Movie Py] Running %s\n' % cmd 'WARNING thiscommandreturnedanerror ' err decode 'utf 8 ' ] raise IO Error err del proc,Does the code write an image to a file ?,Yes,"Yes, it writes an image file",2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
18,def get current comp info comp Nonefirst comp -1 for k chan in enumerate info['chs'] if chan['kind'] FIFF FIFFV MEG CH comp int chan['coil type'] >> 16 if first comp < 0 first comp compelif comp first comp raise Value Error ' Compensationisnotsetequallyonall ME Gchannels' return comp,Where does the code get the current compensation in effect ?,in the data,Current compensation is read from data,3,3,3,3,3,3,3,3,,,,,False
19,def oo pdb arg pdb set trace return arg,Who pops you into a pdb instance where arg is the data passed in from the filter ?,this,`arg` is converted to `string`.,1,1,1,1,1,1,1,1,,,,,False
20,def localcontext ctx None if ctx is None ctx getcontext return Context Manager ctx,Did the returned context manager create a local decimal context if no context is specified in a with statement : def sin(x ) : with localcontext ( ) as ctx : ctx ?,No,Local decimal context,1,1,1,1,1,1,1,1,,,,,False
21,@pytest fixture scope u'session' def use celery app trap return False,What do you enable ?,the app trap,App,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
22,def visit all objects f ids set ls locals import inspectcf inspect currentframe for o in gc get objects if o is ids or o is ls or o is cf continueif not id o in ids ids add id o f o for so in gc get referents o if not id so in ids ids add id so f so,Who think that this gets all objects ?,i,It gets all objects.,3,3,3,3,3,3,3,3,,,,,False
23,"def comparison to singleton logical line noqa match not noqa and COMPARE SINGLETON REGEX search logical line if match same match group 1 ' ' singleton match group 2 msg ""'ifcondis%s '"" % '' if same else 'not' + singleton if singleton in ' None' code 'E 711 'else code 'E 712 'nonzero singleton ' True' and same or singleton ' False' and not same msg + ""or'if%scond '"" % '' if nonzero else 'not' yield match start 1 '%scomparisonto%sshouldbe%s' % code singleton msg","When should comparisons to singletons be is done with "" is "" or "" is not "" ?",always,"""Always 'is' or 'is not' for singleton comparisons.""",3,3,3,3,3,3,3,3,,,,,False
24,def get git revision repopath try git programs find program 'git' assert git is not None and osp isdir osp join repopath ' git' commit programs run program git ['rev-parse' '--short' 'HEAD'] cwd repopath communicate commit commit[ 0 ] strip if PY 3 commit commit decode sys getdefaultencoding branches programs run program git ['branch'] cwd repopath communicate branches branches[ 0 ]if PY 3 branches branches decode sys getdefaultencoding branches branches split '\n' active branch [b for b in branches if b startswith '*' ]if len active branch 1 branch Noneelse branch active branch[ 0 ] split None 1 [1 ]return commit branch except subprocess Called Process Error Assertion Error Attribute Error return None None,Where did the repository locate ?,at repopath result,Repo located at repopath result.,2,2,2,2,2,2,2,2,,,,,False
25,def check valid abd naming pattern None if pattern is None pattern sickbeard NAMING PATTER Nlogger log u' Checkingwhetherthepattern' + pattern + u'isvalidforanair-by-dateepisode' logger DEBUG valid validate name pattern abd True return valid,In which direction can the name be parsed to its original form for an air - by - date format ?,back,Back.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
26,def get Accessible Attribute attribute Name list Object if attribute Name in global Native Function Set return getattr list Object attribute Name None if attribute Name in global Accessible Attribute Set string Attribute List Attribute list Object return getattr string Attribute attribute Name None return None,What does the code get ?,the accessible attribute,"Hence, the accessible attribute.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
27,def test classproperty docstring class A object @classpropertydef foo cls u' Thefoo 'return 1assert A dict [u'foo'] doc u' Thefoo ' class B object def get foo cls return 1foo classproperty get foo doc u' Thefoo ' assert B dict [u'foo'] doc u' Thefoo ',How is the docstring set on classproperties ?,correctly,On class properties.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
28,def test aligned mem complex a zeros 1608 dtype np uint 8 z np frombuffer a data offset 8 count 100 dtype complex z shape 10 10 eig z overwrite a True eig z T overwrite a True,By how much be complex objects aligned ?,completely,Complexly.,1,1,1,1,1,1,1,1,,,,,False
29,def update api model schema rest Api Id model Name schema region None key None keyid None profile None try schema json json dumps schema if isinstance schema dict else schema conn get conn region region key key keyid keyid profile profile response api model patch replace conn rest Api Id model Name '/schema' schema json return {'updated' True 'model' convert datetime str response }except Client Error as e return {'updated' False 'error' salt utils boto 3 get error e },Where does the code update the schema for the given model ?,in the given restapiid cli example,Updates schema for the given model in the given REST API ID CLI example.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
30,def main start Logging stdout factory PB Client Factory reactor connect TCP 'localhost' 8800 factory anonymous Login factory login Anonymous anonymous Login add Callback connected anonymous Login add Errback error ' Anonymousloginfailed' username Login factory login Username Password 'user 1 ' 'pass 1 ' username Login add Callback connected username Login add Errback error ' Username/passwordloginfailed' both Deferreds gather Results [anonymous Login username Login] both Deferreds add Callback finished reactor run,Where do to a pb server running on port 8800 connect ?,on localhost,To localhost:8800,3,3,3,3,3,3,3,3,,,,,False
31,def client start request socket context CLIENTS[socket session session id] request socket context,What does the code add to clients ?,the client triple,The code adds multiple clients to the CLIENTS dictionary.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
32,def user data dir appname None appauthor None version None roaming False if sys platform 'win 32 ' if appauthor is None appauthor appnameconst roaming and 'CSIDL APPDATA' or 'CSIDL LOCAL APPDATA' path os path normpath get win folder const if appname path os path join path appauthor appname elif sys platform 'darwin' path os path expanduser '~/ Library/ Application Support/' if appname path os path join path appname else path os getenv 'XDG DATA HOME' os path expanduser '~/ local/share' if appname path os path join path appname if appname and version path os path join path version return path,For what purpose do full path return to the user - specific data ?,for this application,User-specific data.,3,3,3,3,3,3,3,3,,,,,False
33,def get merged prs start ref end ref ensure pr fetch start unmerged branches set branch strip for branch in git branch all True no merged start ref splitlines end merged branches set branch strip for branch in git branch all True merged end ref splitlines merged between refs start unmerged branches & end merged branches merged prs set for branch in merged between refs match PR BRANCH RE search branch if match merged prs add int match group 1 return merged prs,Where were all pull requests merged ?,between the start_ref and end_ref,Merged PRs between start and end refs.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
34,def to DOT tree adaptor None tree ST DOT Tree Generator tree ST edge ST DOT Tree Generator edge ST gen DOT Tree Generator return gen to DOT tree adaptor tree ST edge ST,For what purpose do dot generate ?,a whole tree not just a node,Generate tree.,1,1,1,1,1,1,1,1,,,,,False
35,def createsuperuser settings module username email bin env None database None pythonpath None env None args ['noinput']kwargs dict email email username username if database kwargs['database'] databasereturn command settings module 'createsuperuser' bin env pythonpath env *args **kwargs,What does the code create ?,a super user,Super user,3,3,3,3,3,3,3,3,,,,,False
36,def remove Generated Files gcode File Paths archive get Files With File Types Without Words Recursively ['gcode'] for gcode File Path in gcode File Paths if 'alterations' not in gcode File Path os remove gcode File Path print 'remove Generated Filesdeleted' + gcode File Path svg File Paths archive get Files With File Types Without Words Recursively ['svg'] for svg File Path in svg File Paths if archive get Ends With List svg File Path [' bottom svg' ' carve svg' ' chop svg' ' cleave svg'] os remove svg File Path print 'remove Generated Filesdeleted' + svg File Path xml File Paths archive get Files With File Types Without Words Recursively ['xml'] for xml File Path in xml File Paths if archive get Ends With List xml File Path [' interpret xml'] os remove xml File Path print 'remove Generated Filesdeleted' + xml File Path archive remove Backup Files By Types ['gcode' 'svg' 'xml'],What does the code remove ?,files,Generated files,1,1,1,1,1,1,1,1,,,,,False
37,def mnc 2 mvsk args mnc mnc 2 mnc 3 mnc 4 argsmc mncmc 2 mnc 2 - mnc * mnc mc 3 mnc 3 - 3 * mc * mc 2 + mc ** 3 mc 4 mnc 4 - 4 * mc * mc 3 + 6 * mc * mc * mc 2 + mc ** 4 return mc 2 mvsk mc mc 2 mc 3 mc 4,What do central moments convert ?,to mean,Converts images.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
38,def render resource request result resource render request if isinstance result bytes request write result request finish return defer succeed None elif result is NOT DONE YET if request finished return defer succeed None else return request notify Finish else raise Value Error ' Unexpectedreturnvalue %r' % result,When does the code render an l{iresource using a particular l{irequest } ?,},The code renders an {iresource} using a particular {irequest} whenever the result of the request is not yet done and it is finished.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
39,def get chart ajax request chart id None div id None ' Reportsindexpage'options json dumps {'chart' {'render To' div id 'default Series Type' 'line'} 'title' {'text' ' Alexs Questfor Mooshoo'} 'x Axis' {'categories' [' Apples' ' Bananas' ' Oranges']} 'y Axis' {'title' {'text' ' Howdy'}} 'series' [{'name' 'hi' 'data' 50 } {'name' 'h 0 ' 'data' 60 } {'name' 'hi' 'data' 50 } {'name' 'h 0 ' 'data' 10 } {'name' 'hi' 'data' 80 } {'name' 'h 0 ' 'data' 40 } {'name' 'hi' 'data' 50 } {'name' 'h 0 ' 'data' 26 } {'name' 'hi' 'data' 50 } {'name' 'h 0 ' 'data' 20 } {'name' 'hi' 'data' 30 } {'name' 'h 0 ' 'data' 80 } {'name' 'hi' 'data' 50 }]} return Http Response options content type settings HARDTREE RESPONSE FORMATS['json'],For which organization ?,ajax,Hardtree,1,1,1,1,1,1,1,1,,,,,False
40,@skip 'multiple execute' @retry on failuredef test makefile refcount def echoer port s socket socket s bind 'localhost' port s listen 5 s2 ignore s accept s2 send s2 recv 10 port 50008 thread start new thread echoer port time sleep 0 s socket socket s connect 'localhost' port f1 s makefile 'r' f2 s makefile 'w' s close test msg 'abc\n'f 2 write test msg f2 flush str f1 readline Assert str test msg,Till when does a file associated s ?,still,A file handle.,1,1,1,1,1,1,1,1,,,,,False
41,@log calldef metadef object count context namespace name namespace metadef namespace get context namespace name check namespace visibility context namespace namespace name count 0for object in DATA['metadef objects'] if object['namespace id'] namespace['id'] count count + 1 return count,Where does the code get metadef object count ?,in a namespace,The code gets the metadef object count from the context's namespace.,3,3,3,3,3,3,3,3,,,,,False
42,def sleep seconds 0 ref True hub get hub loop hub loopif seconds < 0 waiter Waiter loop run callback waiter switch waiter get else hub wait loop timer seconds ref ref,When did the code put the current greenlet to sleep ?,for at least * seconds *,0 seconds,1,1,1,1,1,1,1,1,,,,,False
43,def os script os vm None opts None minion '' if minion minion salt config to yaml minion if os path isabs os return render script os vm opts minion if os path isabs '{ 0 } sh' format os return render script '{ 0 } sh' format os vm opts minion for search path in opts['deploy scripts search path'] if os path isfile os path join search path os return render script os path join search path os vm opts minion if os path isfile os path join search path '{ 0 } sh' format os return render script os path join search path '{ 0 } sh' format os vm opts minion return '',By how much do the script return ?,code,4 directories,1,1,1,1,1,1,1,1,,,,,False
44,def inspect response response spider None from scrapy project import crawler Shell crawler start response response spider spider,For what purpose does the code open a shell ?,to inspect the given response,Inspects responses.,2,2,2,2,2,2,2,2,,,,,False
45,def findiso flavor url iso UR Ls[flavor]name path basename url iso path join VM Image Dir name if not path exists iso or stat iso [ST MODE] & 511 292 log '* Retrieving' url run 'curl-C--o%s%s' % iso url result run 'file' + iso if 'ISO' not in result and 'boot' not in result os remove iso raise Exception 'findiso couldnotdownloadisofrom' + url log '* Write-protectingiso' iso os chmod iso 292 log '* Usingiso' iso return iso,Does the code find iso ?,Yes,"Yes, it finds an ISO.",1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
46,def remove file filename try os remove filename except OS Error as e if e errno errno ENOENT raise,Does the code raise an error if it does nt exist ?,No,No error raised,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
47,@pytest mark django dbdef test delete mark obsolete project 0 nongnu project 0 store 0 tp Translation Project Factory project project 0 language Language DB Factory store Store DB Factory translation project tp parent tp directory store update store deserialize store 0 serialize store sync pootle path store pootle pathos remove store file path tp scan files updated store Store objects get pootle path pootle path assert updated store obsoleteassert not updated store units exists assert updated store unit set filter state OBSOLETE exists,When are the in - db store and directory marked as obsolete ?,after the on - disk file ceased to exist,After syncing.,1,1,1,1,1,1,1,1,,,,,False
48,def Manifest From XML File filename or file manifest Manifest manifest parse filename or file return manifest,In which direction do manifest instance create ?,from file,From XML File,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
49,"def run setup script name script args None stop after 'run' if stop after not in 'init' 'config' 'commandline' 'run' raise Value Error ""invalidvaluefor'stop after' %r"" % stop after global setup stop after setup distribution setup stop after stop aftersave argv sys argvg {' file ' script name}l {}try try sys argv[ 0 ] script nameif script args is not None sys argv[ 1 ] script argsf open script name try exec f read in g lfinally f close finally sys argv save argv setup stop after Noneexcept System Exit passexcept raiseif setup distribution is None raise Runtime Error ""'distutils core setup 'wasnevercalled--perhaps'%s'isnota Distutilssetupscript?"" % script name return setup distribution",Does the code run a setup script in a somewhat controlled environment ?,Yes,Yes,3,3,3,3,3,3,3,3,,,,,False
50,def country name for number numobj lang script None region None region codes region codes for country code numobj country code if len region codes 1 return region display name region codes[ 0 ] lang script region else region where number is valid u 'ZZ' for region code in region codes if is valid number for region numobj region code if region where number is valid u 'ZZ' return U EMPTY STRIN Gregion where number is valid region codereturn region display name region where number is valid lang script region,For what purpose does the customary display name in the given langauge return ?,for the given territory the given phonenumber object is from,"
Mobile number portability",1,1,1,1,1,1,1,1,,,,,False
51,def decode string escape py 3 str return codecs decode str 'unicode escape',How do python3 string escape not use ?,directly,HTML-escaping,1,1,1,1,1,1,1,1,,,,,False
52,def locate path forceload 0 parts [part for part in split path ' ' if part] module n None 0 while n < len parts nextmodule safeimport join parts[ n + 1 ] ' ' forceload if nextmodule module n nextmodule n + 1 else breakif module object moduleelse object builtin for part in parts[n ] try object getattr object part except Attribute Error return Nonereturn object,How does the code locate an object ?,by name or dotted path,The code locates an object by its name or dotted path.,3,3,3,3,3,3,3,3,,,,,False
53,def get disk size path size images qemu img info path virtual sizereturn int size,Does the code get the size of a disk image ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
54,def adjustments from deltas with sids dense dates sparse dates column idx column name asset idx deltas ad series deltas[AD FIELD NAME]adjustments defaultdict list for sid per sid in deltas[column name] iteritems idx asset idx[sid]for kd v in per sid iteritems adjustments[dense dates searchsorted kd ] extend overwrite from dates ad series loc[ kd sid ] dense dates sparse dates idx idx v return dict adjustments,Where do all the adjustments occur ?,in a dataset that has a sid column,Adjustments occur in the dense dates sparse dates column of the asset idx dictionary.,1,1,1,1,1,1,1,1,,,,,False
55,@decorators api view ['POST'] @decorators permission classes [ Twitter Account Ban Permission] def unban request usernames json loads request body get 'usernames' if not usernames raise Generic API Exception status HTTP 400 BAD REQUEST ' Usernamesnotprovided ' accounts Twitter Account objects filter username in usernames for account in accounts if account and account banned account banned Falseaccount save message {'success' '{ 0 }usersunbannedsuccessfully ' format len accounts }return Response message,Why does a twitter account unban ?,from using the aoa tool,"To unban a Twitter account, it removes the ban from the user.",2,1,2,2,2,1,2,2,,,,,False
56,def signal handler block obj handler id G Object Module signal handler block obj handler id return Handler Block Manager obj handler id,Till when does the signal handler block from being invoked ?,until handler_unblock ( ) is called,Handler block is invoked until handler_unblock() is called.,3,3,3,3,3,3,3,3,,,,,False
57,@pytest mark skipif not lb enabled reason ' Load Balancerdisabled' def test ip per container with named vip dcos api session origin app test uuid get test app in docker ip per container True origin app['container']['docker']['port Mappings'][ 0 ]['labels'] {'VIP 0' 'foo 6000 '}origin app['health Checks'][ 0 ]['port'] origin app['container']['docker']['port Mappings'][ 0 ]['container Port']del origin app['container']['docker']['port Mappings'][ 0 ]['host Port']del origin app['health Checks'][ 0 ]['port Index']with dcos api session marathon deploy and cleanup origin app proxy app proxy uuid get test app with dcos api session marathon deploy and cleanup proxy app as service points cmd '/opt/mesosphere/bin/curl-s-f-m 5 http //foo marathon l4 lb thisdcos directory 6000 /ping'ensure routable cmd service points,How do we connect to a task with ip - per - container mode ?,using named vip,Use named VIP.,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
58,def date bin set datetime new date cmd ['date']if new date utcoffset is not None new date new date - new date utcoffset new date new date replace tzinfo Fixed Offset 0 cmd append '-u' non posix '{ 1 02 }{ 2 02 }{ 3 02 }{ 4 02 }{ 0 04 } {5 02 }' format *new date timetuple non posix cmd cmd + [non posix] ret non posix salt ['cmd run all'] non posix cmd python shell False if ret non posix['retcode'] 0 posix '{ 1 02 }{ 2 02 }{ 3 02 }{ 4 02 }{ 0 04 }' format *new date timetuple posix cmd cmd + [posix] ret posix salt ['cmd run all'] posix cmd python shell False if ret posix['retcode'] 0 msg 'datefailed {0 }' format ret non posix['stderr'] raise Command Execution Error msg return True,When can we set the date only ?,up to the minute,Up to minute,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
59,def info name info salt ['user info'] name name ret {'name' name 'passwd' '' 'lstchg' '' 'min' '' 'max' '' 'warn' '' 'inact' '' 'expire' ''}if info ret {'name' info['name'] 'passwd' ' Unavailable' 'lstchg' info['password changed'] 'min' '' 'max' '' 'warn' '' 'inact' '' 'expire' info['expiration date']}return ret,For what purpose is this returns dummy data just ?,so that salt states can work,Locked,1,1,1,1,1,1,1,1,,,,,False
60,def check status status if status 'REQUEST DENIED' return ' Thegeocode AP Iisoffinthe Google Developers Console 'elif status 'ZERO RESULTS' return ' Noresultsfound 'elif status 'OVER QUERY LIMIT' return ' Thegeocode AP Iquotahasrunout 'elif status 'UNKNOWN ERROR' return ' Unknown Error 'elif status 'INVALID REQUEST' return ' Invalid Request 'elif status 'OK' return None,Does a little helper function return a nice message ?,Yes,"Yes, it does.",1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
61,def copy and tag variable brick call role application name name copy variable copy copy name variable name brick name application name name add annotation copy brick add annotation copy call copy tag name nameadd role copy role return copy,How do it annotate ?,helper method,"
Decorator copies docstring.",1,1,1,1,1,1,1,1,,,,,False
62,def is library missing name path module name rsplit ' ' 1 try package import module path return not module has submodule package module except Import Error return is library missing path,Do library that failed to load fail to import ?,No,Yes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
63,@db api api context manager writerdef add inventory context rp inventory ensure rc cache context rc id RC CACHE id from string inventory resource class inv list Inventory List objects [inventory] conn context session connection with conn begin add inventory to provider conn rp inv list set [rc id] rp generation increment provider generation conn rp,When did one inventory nt be on the provider ?,already,"Hence, inventory was already on the provider.",2,2,2,2,2,2,2,2,,,,,False
64,def write Output file Name should Analyze True skeinforge craft write Chain Text With Noun Message file Name 'dwindle' should Analyze,Does the code dwindle a gcode linear move file ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
65,def get runner constructor suite tag module name 'api tests ' + suite tag lower module importlib import module module name suite runner function getattr module ' Test' + suite tag return suite runner function,For what purpose does the function return ?,to run for the test runner,The function returns a test runner.,3,3,3,3,3,3,3,3,,,,,False
66,@register tagdef annotate form field parser token args token split contents if len args < 2 raise template Template Syntax Error 'annotate form fieldtagrequiresaformfieldtobepassed' return Form Field Node args[ 1 ],Who want to ?,they,They want to customize the rendering of their form fields.,3,3,3,3,2,2,2,2,3.0,3.0,3.0,3.0,True
67,def to int be data return reduce lambda a b a << 8 + b bytearray data 0,What does the code convert to a long using big - endian byte order ?,an arbitrarily - long string,A string of bytes.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
68,def items *args **kwargs if args return item *args pillarenv kwargs get 'pillarenv' if pillarenv is None if opts get 'pillarenv from saltenv' False pillarenv kwargs get 'saltenv' or opts ['environment'] else pillarenv opts get 'pillarenv' opts copy copy opts opts['pillarenv'] pillarenvpillar salt pillar get pillar opts grains opts['id'] saltenv pillarenv pillar kwargs get 'pillar' pillarenv kwargs get 'pillarenv' or opts ['pillarenv'] return pillar compile pillar,In which direction is the minion loaded the pillar data currently ?,into,Currently.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
69,def send mail to admins sender subject body make sync call apiproxy stub map Make Sync Call **kw kw['sender'] senderkw['subject'] subjectkw['body'] bodymessage Admin Email Message **kw message send make sync call,For what purpose does mail send to admins ?,on behalf of application,A message for admins.,1,1,1,1,1,1,1,1,,,,,False
70,def remove Ntpd vm prompt Prompt ntp Package 'ntp' log '* Removingntpd' vm sendline 'sudo-napt-get-qyremove' + ntp Package vm expect prompt vm sendline 'sudo-npkillntpd' vm expect prompt log '* Gettingsecondssinceepochfromthisserver' seconds int run 'date+%s' log '* Setting V Mclock' vm sendline 'sudo-ndate-s@%d' % seconds,When does the code set clock ?,immediately,"Immediately sets clock, removes ntpd, uses interactively",3,3,3,3,2,2,2,2,3.0,3.0,3.0,3.0,True
71,def latest version run function *names key 'latest version'if key not in testcontext testcontext [key] {}targets [x for x in names if x not in testcontext [key] ]if targets result run function 'pkg latest version' targets refresh False try testcontext [key] update result except Value Error testcontext [key][targets[ 0 ]] resultret dict [ x testcontext [key][x] for x in names] if len names 1 return ret[names[ 0 ]]return ret,Do we make any unnecessary calls to pkg ?,No,"Yes, unnecessary calls are avoided.",1,1,1,1,1,1,1,1,,,,,False
72,def only Once fn def wrap *args **kwargs if hasattr fn 'called' returnfn called 1return fn *args **kwargs util merge Function Metadata fn wrap return wrap,Where does the code run only once ?,within an interpreter instance,Interpreter,1,1,1,1,1,1,1,1,,,,,False
