id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
11,def reset alarm **kwargs service instance kwargs get 'service instance' payload build payload **kwargs logging debug payload session service instance stubif not send request payload session return Falsereturn True,For what purpose do someone log ?,to do it manually,Alarm,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
12,@with setup reset def test new bundle b Bundle register 'foo' b 's 2 ' 's 3 ' assert b in get 'foo' contents register 'footon' 's 1 ' assert 's 1 ' in get 'footon' contents register 'foofighters' b output 'bar' assert b in get 'foofighters' contents,How do a new bundle register ?,test,A new bundle register is created using `def`.,1,1,1,1,1,1,1,1,,,,,False
13,def find files roots generated resources None ignored patterns IGNORED PATTERNS ignored dirs IGNORED DIRS ignored path regexps IGNORED PATH REGEXPS allowed extensions None if generated resources is None generated resources set if isinstance roots string types roots [roots]if isinstance allowed extensions string types allowed extensions set [allowed extensions] for root in roots for path dirs files in os walk root path posixpath normpath path replace os sep '/' remove ignored directories path dirs ignored dirs ignored path regexps for filename in files filepath posixpath join path filename if filename 'generated resources txt' process generated resources path filepath generated resources continueif not all not fnmatch fnmatch filename x for x in ignored patterns continueif not check allowed extension filepath allowed extensions continue yield filepath,How do files find in roots ?,with ignores,Files are found in roots by walking through directories and checking for allowed extensions and ignored patterns.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
14,def minimals A le lambda x y x < y r []for x in A for a in A if le a x and not le x a breakelse for a in r if le a x breakelse r append x return r,By how much did elements order ?,partially,Increased order,1,1,1,1,1,1,1,1,,,,,False
15,def kernel versions debian kernel get selections salt ['cmd run'] 'dpkg--get-selectionslinux-image-*' kernels []kernel versions []for line in kernel get selections splitlines kernels append line try kernel kernels[ -2 ]except Index Error kernel kernels[ 0 ]kernel kernel rstrip ' DCTB DCTB install' kernel get version salt ['cmd run'] 'apt-cachepolicy' + kernel for line in kernel get version splitlines if line startswith ' Installed ' kernel v line strip ' Installed ' kernel versions append kernel v breakif grains ['os'] ' Ubuntu' kernel v kernel versions[ 0 ] rsplit ' ' 1 kernel ubuntu generic kernel v[ 0 ] + '-generic#' + kernel v[ 1 ] kernel ubuntu lowlatency kernel v[ 0 ] + '-lowlatency#' + kernel v[ 1 ] kernel versions extend [kernel ubuntu generic kernel ubuntu lowlatency] return kernel versions,When did kernel name instal ?,last,Ubuntu,1,1,1,1,1,1,1,1,,,,,False
16,def get keywords git refnames '$ Format %d$'git full '$ Format %H$'git date '$ Format %ci$'keywords {'refnames' git refnames 'full' git full 'date' git date}return keywords,For what purpose do the keywords need ?,to look up the version information,Version information,3,3,3,3,3,3,3,3,,,,,False
17,def Function fname klassname ' %s Function' % fname c globals [klassname] return c,What selects the function object ?,internal method,The code selects the function object using globals.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
18,def start Dtmf a Tp Pd pd 3 b Message Type mes Type 53 c Keypad Facility Hdr iei KF 44 eight Bit KF 0 packet a / b / c return packet,Where do dtmf start ?,section 9,Dtmf starts at section 9.,3,3,3,3,3,3,3,3,,,,,False
19,def eval univariate f var idx point x bij Dict To Var Bijection var idx point return list map bij mapf f x,Where do values vary ?,at one index,Values vary.,1,1,1,1,1,1,1,1,,,,,False
20,@keras testdef test image classification np random seed 1337 input shape 16 16 3 X train y train X test y test get test data nb train 500 nb test 200 input shape input shape classification True nb class 4 y train to categorical y train y test to categorical y test nb conv 3nb pool 2model Sequential [ Convolution 2 D nb filter 8 nb row nb conv nb col nb conv input shape input shape Max Pooling 2 D pool size nb pool nb pool Flatten Activation 'relu' Dense y test shape[ -1 ] activation 'softmax' ] model compile loss 'categorical crossentropy' optimizer 'rmsprop' metrics ['accuracy'] history model fit X train y train nb epoch 10 batch size 16 validation data X test y test verbose 0 assert history history['val acc'][ -1 ] > 0 85,How do random 16x16 color images classify into several classes ?,using logistic regression with convolutional hidden layer,"
Image classification using Keras",1,1,1,1,1,1,1,1,,,,,False
21,def load vi open in editor bindings registry Registry navigation mode Vi Mode & Vi Navigation Mode registry add binding u'v' get by name u'edit-and-execute-command' return registry,Where will the code pressing v in navigation mode open the buffer ?,in an external editor,In an external editor,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
22,def create directory repo remote path repoif repo startswith 'ssh //' remote path parse ssh path repo repo run command repo 'mkdir-p%s' % remote path cd False,Where does the code create a directory ?,over at the remote repository,The code creates a directory on the remote repository,3,3,3,3,3,3,3,3,,,,,False
23,def get current user for models user get current user try if not user is authenticated return Nonereturn userexcept Exception as e logger info ' Cantaccessis authenticatedmethod %s' % e return None,When is flask test context not configured well ?,yet,Not configured properly,1,1,1,1,1,1,1,1,,,,,False
24,@pytest mark django dbdef test service methods with long name rf MAX LENGTH 100 long name 'X' * MAX LENGTH assert len long name MAX LENGTH sm Shipping Method objects language 'en' create shop get default shop name long name enabled True tax class get default tax class pm Payment Method objects language 'en' create shop get default shop name long name enabled True tax class get default tax class order create empty order order shipping method smorder payment method pmorder full clean order save,What do nt cause exceptions when creating an order ?,service methods with long names,Testing data,1,1,1,1,1,1,1,1,,,,,False
25,def parse mime type mime type parts mime type split ' ' params dict [tuple [s strip for s in param split ' ' ] for param in parts[ 1 ]] type subtype parts[ 0 ] split '/' return type strip subtype strip params,Where is params a dictionary of all the parameters for the media range ?,the,Params is a dictionary containing all parameters for the media range.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
26,def file move safe old file name new file name chunk size 1024 * 64 allow overwrite False if samefile old file name new file name returntry os rename old file name new file name returnexcept OS Error passold file open old file name 'rb' try fd os open new file name os O WRONLY os O CREAT getattr os 'O BINARY' 0 not allow overwrite and os O EXCL or 0 try locks lock fd locks LOCK EX current chunk Nonewhile current chunk '' current chunk old file read chunk size os write fd current chunk finally locks unlock fd os close fd finally old file close copystat old file name new file name try os remove old file name except OS Error as e if getattr e 'winerror' 0 32 and getattr e 'errno' 0 13 raise,In which direction does a file move to another in the safest way possible ?,from one location,From one location to another in the safest way possible.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
27,def js *args return js helper 'static/scripts/' *args,What does the code return ?,appropriate string of script tags,"
Includes Sahana JS scripts.",1,1,1,1,1,1,1,1,,,,,False
28,"def test import sysclass Hello Command Frame Work def do hello self opts args ""hello--print'helloworld' needsnoarguments""print ' Hello world'x Hello tests [[] ['hello'] ['spam'] ['-x'] ['hello' '-x'] None]for t in tests print '-' * 10 t '-' * 10 sts x run t print ' Exitstatus ' repr sts",How is this module run when ?,as a script,The module is run as a script when it is called as a command line argument.,2,2,2,2,2,2,2,2,,,,,False
29,def service start name cmd 'start' + name out err DETAILS['server'] sendline cmd return parse out,"Where does the code start a "" service "" ?",on the ssh server,On the ssh server,1,1,1,3,3,3,3,3,1.0,1.0,1.0,3.0,True
30,def maintenance mode exempt view func view func maintenance mode exempt Truereturn view func,What does the code ignore ?,shop maintenance mode,"
Shop maintenance mode",3,3,3,3,3,3,3,3,,,,,False
31,def publish cmdline reader None reader name 'standalone' parser None parser name 'restructuredtext' writer None writer name 'pseudoxml' settings None settings spec None settings overrides None config section None enable exit status 1 argv None usage default usage description default description pub Publisher reader parser writer settings settings pub set components reader name parser name writer name output pub publish argv usage description settings spec settings overrides config section config section enable exit status enable exit status return output,For what purpose did the code run a publisher ?,for command - line - based file i / o,Publisher for command-line file I/O,3,3,3,3,3,3,3,3,,,,,False
32,def prep data raw input input type max len vocab dtype 'int 32 ' index from 2 oov 1 dtype np dtype dtype if input type 'text' in shape max len 1 tokens tokenize raw input sent inp np array [ oov if t not in vocab else vocab[t] + index from for t in tokens] l min len sent inp max len xbuf np zeros in shape dtype dtype xbuf[ - l ] sent inp[ - l ] reshape -1 1 return xbufelse raise Value Error ' Unsupporteddatatype %s' % input type,When did input data receive ?,raw,The code receives raw input data and transforms it into a required format for running through neon.,1,1,1,1,1,1,1,1,,,,,False
33,def get project list config eggs dir config get 'eggs dir' 'eggs' if os path exists eggs dir projects os listdir eggs dir else projects []try projects + [x[ 0 ] for x in config cp items 'settings' ]except No Section Error passreturn projects,Where did the ones define ?,in the scrapyd,The `ones` variable is defined in the `get` function as an empty list.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
34,def init global term modeif term mode returnif not can init returnterm init def update geometry global height widthheight term heightwidth term widthupdate geometry term on winch append update geometry readline init term mode True,Till when will the code calling this function take the terminal ?,until the current python interpreter is closed,Takes terminal until interpreter closed.,3,3,3,3,3,3,3,3,,,,,False
35,def clear site cache sender **kwargs instance kwargs['instance']using kwargs['using']try del SITE CACHE[instance pk]except Key Error passtry del SITE CACHE[ Site objects using using get pk instance pk domain]except Key Error Site Does Not Exist pass,What does the code clear each time a site is saved or deleted ?,the cache,The code clears the SITE CACHE for each site save or delete.,3,3,3,3,3,3,3,3,,,,,False
36,def has vary header response header query if not response has header ' Vary' return Falsevary headers cc delim re split response[' Vary'] existing headers set header lower for header in vary headers return header query lower in existing headers,What do the response have ?,a given header name in its vary header,A view decorator.,1,1,1,1,1,1,1,1,,,,,False
37,def media next track hass hass services call DOMAIN SERVICE MEDIA NEXT TRACK,For what purpose do the keyboard button press ?,for next track,Forwards track.,2,2,2,2,2,2,2,2,,,,,False
38,def get tags name None instance id None call None location None kwargs None resource id None if location is None location get location if instance id is None if resource id is None if name instance id get node name ['instance Id']elif 'instance id' in kwargs instance id kwargs['instance id']elif 'resource id' in kwargs instance id kwargs['resource id']else instance id resource idparams {' Action' ' Describe Tags' ' Filter 1 Name' 'resource-id' ' Filter 1 Value' instance id}return aws query params setname 'tag Set' location location provider get provider opts opts sigver '4 ',For what purpose do tags retrieve ?,for a resource,Fetches EC2 tags for an instance.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
39,def config edit path config user config path editor util editor command try if not os path isfile path open path 'w+' close util interactive open [path] editor except OS Error as exc message u' Couldnoteditconfiguration {0 }' format exc if not editor message + u' Pleasesetthe EDITO Renvironmentvariable'raise ui User Error message,What do a edit ?,the user configuration,Edit a user configuration file.,3,3,3,3,3,3,3,3,,,,,False
40,def login required handler method def check login self *args **kwargs if self request method 'GET' self abort 400 detail ' Thelogin requireddecoratorcanonlybeusedfor GE Trequests ' user users get current user if not user return self redirect users create login url self request url else handler method self *args **kwargs return check login,In which direction be a user logged to access a handler ?,in,Logged In,1,1,1,1,1,1,1,1,,,,,False
41,def get status nodes []for line in check output [NODE TOOL 'status' KEYSPACE] splitlines fields line split if len fields 8 continuenodes append {'state' fields[ 0 ] 'ip' fields[ 1 ] 'tokens' int fields[ 4 ] 'owns' float fields[ 5 ][ -1 ] } return nodes,How do the cluster status return ?,in a structured way,The code gets the status nodes from the Cassandra cluster as requested by the client.,1,1,1,1,1,1,1,1,,,,,False
42,def make image dict image def fetch attrs d attrs return {a d[a] for a in attrs if a in d keys }properties {p['name'] p['value'] for p in image['properties'] if not p['deleted'] }image dict fetch attrs image glance db IMAGE ATTRS image dict['properties'] properties limit locations image dict return image dict,What does the code create ?,a dict representation of an image which we can use to serialize the image,A dict representation of an image.,3,3,3,3,3,3,3,3,,,,,False
43,def negotiate value response if hasattr negotiate value 'regex' regex negotiate value regexelse regex re compile ' ? * *\\s* Negotiate\\s* [^ ]* ?' re I negotiate value regex regexauthreq response headers get 'www-authenticate' None if authreq match obj regex search authreq if match obj return match obj group 1 return None,What does the code extract from the appropriate header ?,the gssapi authentication token,GSSAPI authentication token,3,3,3,3,3,3,3,3,,,,,False
44,def group seq size if not hasattr seq 'next' seq iter seq while True yield [seq next for i in xrange size ],What returns over a series of lists of length size from iterable ?,an iterator,An iterator.,3,3,3,3,3,3,3,3,,,,,False
45,def move File src File dest File try ek shutil move src File dest File fix Set Group ID dest File except OS Error copy File src File dest File ek os unlink src File,What does the code move to destination from source ?,a file,File moves to destination from source,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
46,def command output cmd shell False proc subprocess Popen cmd stdout subprocess PIPE stderr subprocess PIPE close fds platform system ' Windows' shell shell stdout stderr proc communicate if proc returncode raise subprocess Called Process Error returncode proc returncode cmd '' join cmd return stdout,Does the code return its output after it has exited ?,Yes,No.,1,1,1,1,1,1,1,1,,,,,False
47,def new mem buf buffer None if buffer is None bio lib BIO new lib BIO s mem free lib BIO freeelse data ffi new 'char[]' buffer bio lib BIO new mem buf data len buffer def free bio ref data return lib BIO free bio if bio ffi NULL raise current error bio ffi gc bio free return bio,What does the code allocate ?,a new openssl memory bio,"
Private key",1,1,1,1,1,1,1,1,,,,,False
48,def exhaust rule def exhaustive rl expr new old rule expr expr while new old new old rule new new return newreturn exhaustive rl,Till when has the code apply a rule repeatedly ?,until it has no effect,Exception,3,3,3,3,1,1,1,1,3.0,3.0,3.0,3.0,True
49,def task install api certificates api cert api key return sequence [run 'mkdir-p/etc/flocker' run 'chmodu rw X g o /etc/flocker' put path '/etc/flocker/plugin crt' content api cert get Content put path '/etc/flocker/plugin key' content api key get Content log content filter remove private key ],For what purpose did by docker plugin require private key ?,to,Validates API key for API access,1,1,1,1,1,1,1,1,,,,,False
50,def save recent scheme list scheme list app dir data dir recent filename os path join app dir 'recent pck' if os path isdir app dir with open recent filename 'wb' as f pickle dump scheme list f,When did schemes access ?,recently,Recently accessed,3,3,3,3,3,3,3,3,,,,,False
51,def patch doc config config file nospell {u'tex inline wrap' [u'<nospell>\\ ' u'</nospell>\\ '] u'tex block wrap' [u'<nospell>\\[' u'</nospell>\\]']}with open config file u'rb' as f config yaml load f index 0for extension in config get u'markdown extensions' [] if isinstance extension str if PY 3 else unicode and extension u'pymdownx arithmatex' config[u'markdown extensions'][index] {u'pymdownx arithmatex' nospell}breakelif isinstance extension dict and u'pymdownx arithmatex' in extension extension[u'pymdownx arithmatex'] nospellbreakindex + 1with codecs open MKDOCS SPELL u'w' encoding u'utf- 8 ' as f yaml dump config f width None indent 4 allow unicode True default flow style False return MKDOCS SPELL,For what purpose does the code patch the config file ?,to wrap arithmatex with a tag aspell,To wrap arithmatex with a tag aspell,3,3,3,3,3,3,3,3,,,,,False
52,def path to 3d segment with codes path zs 0 zdir u'z' if not iterable zs zs np ones len path * zs seg []codes []pathsegs path iter segments simplify False curves False for x y code z in zip pathsegs zs seg append x y z codes append code seg 3 d [juggle axes x y z zdir for x y z in seg]return seg 3 d codes,How does the code convert a path to a 3d segment ?,with path codes,It converts a path to a 3d segment by simulating the z-axis movement of the zdir vector along the path.,2,2,2,2,2,2,2,2,,,,,False
53,@check login required@check local site accessdef raw diff request review request id revision None local site None review request response find review request request review request id local site if not review request return responsedraft review request get draft request user diffset query for diff review request request user revision draft tool review request repository get scmtool data tool get parser u'' raw diff diffset resp Http Response data content type u'text/x-patch' if diffset name u'diff' filename u'rb%d patch' % review request display id else filename six text type diffset name encode u'ascii' u'ignore' filename filename replace u' ' u' ' resp[u' Content- Disposition'] u'attachment filename %s' % filename set last modified resp diffset timestamp return resp,Where does a raw diff of all the filediffs display for the given review request ?,in a diffset,Diffset.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
54,def flatten dictionary input sep ' ' prefix None for name value in sorted input items fullname sep join filter None [prefix name] if isinstance value dict for result in flatten dictionary value sep fullname yield result else yield fullname value,What is the joined key names where ?,the first value,"The joined key names are in the ""fullname"" variable.",2,2,2,2,2,2,2,2,,,,,False
55,def scp to remote host port username password local path remote path limit '' log filename None timeout 600 interface None if limit limit '-l%s' % limit if host and host lower startswith 'fe 80 ' if not interface raise SCP Error ' Whenusingipv 6 linklocaladdressmustassign' 'theinterfacetheneighbourattache' host '%s%%%s' % host interface command 'scp-v-o User Known Hosts File /dev/null-o Preferred Authentications password-r%s-P%s%s%s@\\[%s\\] %s' % limit port local path username host remote path password list []password list append password return remote scp command password list log filename timeout,How do files copy to a remote host ?,through scp,Files copy from a local host to a remote host through scp.,2,2,2,2,2,2,2,2,,,,,False
56,def del token token token path os path join opts ['token dir'] token if os path exists token path return os remove token path is None return False,How does the code delete an eauth token ?,by name cli example,"
Validates provided auth token and deletes it.",2,2,2,2,2,2,2,2,,,,,False
57,"def assert request user has rule trigger and action permission request rule api if not cfg CONF rbac enable return Truetrigger rule api triggeraction rule api actiontrigger type trigger['type']action ref action['ref']user db get user db from request request request has trigger permission request user has rule trigger permission request request trigger trigger if not has trigger permission msg ' User""%s""doesn\'thaverequiredpermission %s tousetrigger%s' % user db name Permission Type WEBHOOK CREATE trigger type raise Access Denied Error message msg user db user db has action permission request user has rule action permission request request action ref action ref if not has action permission msg ' User""%s""doesn\'thaverequired %s permissiontouseaction%s' % user db name Permission Type ACTION EXECUTE action ref raise Access Denied Error message msg user db user db return True",When did in log ?,currently,"
Currently.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
58,@set databasedef get content item content id None topic False **kwargs if content id if topic value Item get Item id content id Item kind ' Topic' else value Item get Item id content id Item kind ' Topic' return model to dict value,For what purpose do content render ?,to save server processing,To render content.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
59,def wrap socket sock server hostname ssl context None global contextif context is None context init context ssl context ssl context or context ssl context check hostname Falsessl sock ssl context wrap socket sock server hostname server hostname if ssl context check hostname try ssl match hostname ssl sock getpeercert server hostname except Attribute Error ssl verify hostname ssl sock server hostname proto Nonewith ignore missing proto ssl sock selected alpn protocol with ignore missing if proto is None proto ssl sock selected npn protocol return ssl sock proto,By how much did ssl wrapping function simplify ?,vastly,Simplified.,2,2,2,2,2,2,2,2,,,,,False
60,def action method wrapped def wrapper self *arg **kw if self ainfo is None self ainfo []info kw pop ' info' None backframes kw pop ' backframes' 0 + 2 if is nonstr iter info and len info 4 info Action Info *info if info is None try f traceback extract stack limit 4 last frame Action Info *f[ -1 ] if last frame function 'extract stack' f pop info Action Info *f[ - backframes ] except info Action Info None 0 '' '' self ainfo append info try result wrapped self *arg **kw finally self ainfo pop return resultif hasattr wrapped ' name ' functools update wrapper wrapper wrapped wrapper docobj wrappedreturn wrapper,When do the right conflict info report data provide ?,when a method that calls configurator,Currently,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
61,def switch org orgname profile 'grafana' if isinstance profile string types profile salt ['config option'] profile org get org orgname profile response requests post '{ 0 }/api/user/using/{ 1 }' format profile['grafana url'] org['id'] auth get auth profile headers get headers profile timeout profile get 'grafana timeout' 3 if response status code > 400 response raise for status return org,By how much do the current organization switch ?,code,Organization switch,1,1,1,1,1,1,1,1,,,,,False
62,def strip tags value return re sub '<[^>]*?>' '' force unicode value,What does the code return ?,the given html with all tags stripped,The code returns a string with all HTML tags removed and spaces between them removed.,3,3,3,3,2,2,2,2,3.0,3.0,3.0,3.0,True
63,def top contributors kb start None end None product None count 10 page 1 return top contributors l10 n start end settings WIKI DEFAULT LANGUAGE product count,What does the code get ?,the top kb editors,Top contributors,1,1,1,1,1,1,1,1,,,,,False
64,def get bbox regression labels bbox target data num classes clss bbox target data[ 0]bbox targets np zeros clss size 4 * num classes dtype np float 32 bbox loss weights np zeros bbox targets shape dtype np float 32 inds np where clss > 0 [0 ]for ind in inds cls clss[ind]start 4 * cls end start + 4 bbox targets[ind start end] bbox target data[ind 1 ]bbox loss weights[ind start end] [1 0 1 0 1 0 1 0]return bbox targets bbox loss weights,Where are bounding - box regression targets stored in a compact form ?,in the roidb,In a compact form.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
65,def index document filename chapter Reference entries domhelpers find Elements With Attribute document 'class' 'index' if not entries returni 0for entry in entries i + 1anchor 'index% 02 d' % i if chapter Reference ref get Section Reference entry or chapter Reference else ref 'link'indexer add Entry filename anchor entry get Attribute 'value' ref entry node Name entry tag Name entry end Tag Name 'a'for attr Name in entry attributes keys entry remove Attribute attr Name entry set Attribute 'name' anchor,In which direction can the index link to those entries ?,back,  The index links to entries in the backward direction.,1,1,1,1,1,1,1,1,,,,,False
66,def parse tmpl str validate template limit six text type tmpl str tpl simple parse tmpl str if not ' Heat Template Format Version' in tpl or 'heat template version' in tpl or 'AWS Template Format Version' in tpl raise Value Error ' Templateformatversionnotfound ' return tpl,What do a dict contain ?,the parsed structure,A dict containing the parsed structure.,3,3,3,3,3,3,3,3,,,,,False
67,def datetime to iso timestamp return datetime strptime timestamp '%Y-%m-%d%H %M %S' isoformat,How does the code return a datetime ?,in iso format,It returns a datetime in iso format.,3,3,3,3,3,3,3,3,,,,,False
68,def create kernel image context session instance name label image id image type if CONF xenserver independent compute raise exception Not Supported With Option operation ' Non-VH Dimages' option 'CONF xenserver independent compute' filename ''if CONF xenserver cache images 'none' args {}args['cached-image'] image idargs['new-image-uuid'] uuidutils generate uuid filename session call plugin 'kernel py' 'create kernel ramdisk' args if filename '' return fetch disk image context session instance name label image id image type else vdi type Image Type to string image type return {vdi type dict uuid None file filename },In which direction does kernel / ramdisk file create ?,from the image stored in the cache,In cache.,1,1,1,1,1,1,1,1,,,,,False
69,def make vals val klass klass inst None prop None part False base 64 encode False cinst Noneif isinstance val dict cinst klass loadd val base 64 encode base 64 encode else try cinst klass set text val except Value Error if not part cis [make vals sval klass klass inst prop True base 64 encode for sval in val]setattr klass inst prop cis else raiseif part return cinstelif cinst cis [cinst]setattr klass inst prop cis,Does the code create a class instance with a specified value ?,Yes,"Yes, it creates a class instance with a specified value.",3,3,3,3,3,3,3,3,,,,,False
70,def get column letter col idx if not 1 < col idx < 18278 msg ' Columnindexoutofbounds %s' % col idx raise Column String Index Exception msg ordinals []temp col idxwhile temp quotient remainder divmod temp 26 if remainder 0 quotient - 1remainder 26 ordinals append remainder + 64 temp quotientordinals reverse return '' join [chr ordinal for ordinal in ordinals],For what purpose does the code shift the column col_idx by 26 ?,to find column letters in reverse order,Column Letter Conversion,1,1,1,1,1,1,1,1,,,,,False
71,@gen enginedef Get File Contents store path callback auto gunzip True buf yield gen Task store Get path if auto gunzip and path endswith ' gz' iobuffer c String IO String IO buf gzip IO gzip Gzip File 'rb' fileobj iobuffer contents gzip IO read iobuffer close else contents bufcallback contents,When does the code get the contents of a file ?,in s3,"""The code gets the contents of a file when it is stored.""",1,1,1,1,1,1,1,1,,,,,False
72,def send email confirmation request user signup False from models import Email Address Email Confirmation COOLDOWN PERIOD timedelta minutes 3 email user email user if email try email address Email Address objects get for user user email if not email address verified if app settings EMAIL CONFIRMATION HMAC send email Trueelse send email not Email Confirmation objects filter sent gt now - COOLDOWN PERIOD email address email address exists if send email email address send confirmation request signup signup else send email Falseexcept Email Address Does Not Exist send email Trueemail address Email Address objects add email request user email signup signup confirm True assert email addressif send email get adapter request add message request messages INFO 'account/messages/email confirmation sent txt' {'email' email} if signup get adapter request stash user request user pk to url str user,What attempts to log in using an unverified e - mail when when ?,a user,Signing up with an unverified email.,1,1,1,1,1,1,1,1,,,,,False
